###################### TABLE (COMPLIANCE)####################
"hostname","policy_name","backup_time","last_job_id","schedule_name","status","size_gb","max_duration"
"frs2hdbuciprd01_bkp","DST1_HADR_ASSPER_PROD_EQX_DB2","Nov 27, 2025 7:13:23 PM","35,594,183","Daily_Incr_2W-Application","0","212.297060","00:13:36"
"frs2hassiardbe1_bkp","DST1_ASSIARD_PROD_DT4_DB2","Nov 27, 2025 7:10:56 PM","35,594,174","Daily_Incr_2W-Application","0","6.640810","00:11:08"
"frs2hasstrabe1_bkp","DST1_ASSTRA_PROD_DT4_DB2","Nov 27, 2025 7:03:28 PM","35,594,170","Daily_Incr_2W-Application","0","4.781342","00:03:38"
"frs2hiardisbe1_bkp","DST1_ETT_PROD_EQX_DB2","Nov 27, 2025 7:02:39 PM","35,594,017","Daily_Incr_2W-Application","0","3.343873","00:02:52"
"frs2hdbuprvprd01_bkp","DST1_HADR_ADP_PROD_DT4_DB2","Nov 27, 2025 7:02:17 PM","35,594,101","Daily_Incr_2W-Application","0","36.203310","00:02:26"
"frs2hdboraprd01_bkp","DST1_DG_RMANS2H_PROD_EQX_ORA","Nov 27, 2025 7:01:29 PM","35,594,154","Daily_Incr_2W-Application","0","0.216797","00:02:12"
"frs2hdboraprd02_bkp","DST1_DG_MAGICA_PROD_DT4_ORA","Nov 27, 2025 7:01:20 PM","35,594,144","Daily_Incr_2W-Application","0","2.175264","00:12:26"
"frs2hdburocprd01_bkp","DST1_ASSROC_PROD_EQX_DB2","Nov 27, 2025 7:01:02 PM","35,594,075","Daily_Incr_2W-Application","0","8.168061","00:01:14"
"frs2hdburocprd02_bkp","DST1_ASSROC_PROD_DT4_DB2","Nov 27, 2025 7:00:32 PM","35,594,045","Daily_Incr_2W-Application","0","8.609467","00:00:42"
"frs2hdburocprd01_bkp","DST1_HADR_ASSPER_PROD_EQX_DB2","Nov 27, 2025 7:00:00 PM","35,594,055","Daily_Incr_2W","0","0.000000","00:00:04"
"frs2hdbuprvprd02_bkp","DST1_HADR_ADP_PROD_EQX_DB2","Nov 27, 2025 7:00:00 PM","35,594,086","Daily_Incr_2W","0","0.000000","00:00:04"
"frs2hdbuciprd02_bkp","DST1_HADR_ASSPER_PROD_DT4_DB2","Nov 27, 2025 7:00:00 PM","35,594,116","Daily_Incr_2W","0","0.000000","00:00:02"
"frs2hdburocprd02_bkp","DST1_HADR_ASSPER_PROD_DT4_DB2","Nov 27, 2025 7:00:00 PM","35,594,027","Daily_Incr_2W","0","0.000000","00:00:04"
"frs2hdboraprd02_bkp","DST1_DG_RMANS2H_PROD_DT4_ORA","Nov 27, 2025 7:00:00 PM","35,594,127","Daily_Incr_2W","0","0.000000","00:00:04"
"frs2hdboraprd01_bkp","DST1_DG_MAGICA_PROD_EQX_ORA","Nov 27, 2025 7:00:00 PM","35,594,161","Daily_Incr_2W","0","0.000000","00:00:04"
