###################### TABLE (COMPLIANCE)####################
"hostname","policy_name","backup_time","last_job_id","schedule_name","status","size_gb","max_duration"
"frs2hanonprd01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:20:00 PM","35,619,313","Daily_Incr_2w","0","25.707750","00:02:14"
"FRS2HAUTOPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:19:42 PM","35,619,402","Daily_Incr_2w","0","94.610883","00:04:30"
"FRS2HAXWPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:17:43 PM","35,619,384","Daily_Incr_2w","0","44.842280","00:02:09"
"frs2hfcliprd01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:14:55 PM","35,619,347","Daily_Incr_2w","0","5.515947","00:00:35"
"FRS2HVIPSPRD02","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:13:45 PM","35,619,378","Daily_Incr_2w","0","62.121354","00:03:17"
"frs2hslctlprdv04","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:13:38 PM","35,619,336","Daily_Incr_2w","1","0.385936","00:00:40"
"frs2hvarcprd01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:12:04 PM","35,619,587","Daily_Incr_2w","0","45.753118","00:03:20"
"frs2hslctlsrvv01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:11:06 PM","35,619,376","Daily_Incr_2w","0","50.816584","00:00:52"
"FRS2HSSVFPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:10:25 PM","35,619,390","Daily_Incr_2w","0","34.926848","00:01:49"
"FRS2HCTXDSK301","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:10:13 PM","35,619,394","Daily_Incr_2w","0","87.910640","00:00:31"
"frs2hbiidsk05","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:07:47 PM","35,619,443","Daily_Incr_2w","0","141.028924","00:04:49"
"FRS2HDBABOPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:07:39 PM","35,619,592","Daily_Incr_2w","0","131.477853","00:03:01"
"frs2hbiidsk01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:07:23 PM","35,619,619","Daily_Incr_2w","0","82.146025","00:00:35"
"FRS2HSSTSPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:06:36 PM","35,619,431","Daily_Incr_2w","0","59.650829","00:01:48"
"frs2hrocfprd02","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:06:25 PM","35,619,605","Daily_Incr_2w","0","128.182267","00:00:37"
"FRS2HVIPSPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:05:56 PM","35,619,599","Daily_Incr_2w","0","42.370360","00:03:16"
"frs2hfinsprd02","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:05:19 PM","35,619,423","Daily_Incr_2w","0","14.486126","00:00:37"
"frs2hctxbur302","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:04:28 PM","35,619,521","Daily_Incr_2w","0","99.821312","00:09:22"
"FRS2HADMIPRD02","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:04:02 PM","35,619,455","Daily_Incr_2w","0","17.366885","00:01:28"
"frs2hdbtdsprd01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:04:01 PM","35,619,486","Daily_Incr_2w","0","55.735953","00:00:55"
"frs2hctxccp03","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:03:34 PM","35,619,523","Daily_Incr_2w","0","66.596094","00:05:10"
"FRS2HSCPPPRD01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:03:20 PM","35,619,551","Daily_Incr_2w","0","40.323000","00:01:10"
"frs2hfinsprd01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:02:55 PM","35,619,535","Daily_Incr_2w","0","17.167522","00:00:41"
"FRS2HVARCPRD02","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:02:55 PM","35,619,543","Daily_Incr_2w","0","19.952164","00:01:13"
"frs2hslctlppv03","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 27, 2025 8:02:31 PM","35,619,476","Daily_Incr_2w","0","45.110741","00:01:01"
