###################### TABLE (COMPLIANCE)####################
"hostname","policy_name","backup_time","last_job_id","schedule_name","status","size_gb","max_duration"
"RDAP-SAGE-FE","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:04:33 PM","36,672,811","Daily_Incr_2w","0","30.084052","00:03:53"
"frs2hasspercife1","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:54 PM","36,672,828","Daily_Incr_2w","0","701.289274","00:02:10"
"FRS2HIMP2","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,820","Daily_Incr_2w","0","83.896215","00:01:52"
"CITRIX-LSN-1","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,823","Daily_Incr_2w","0","35.090640","00:03:28"
"FRS2HMAGICA2","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,839","Daily_Incr_2w","0","45.149344","00:02:46"
"frs2hbimprd01","DST1_NTX_VDI_PRODUCTION_DT4_NAHV","Nov 30, 2025 10:03:22 PM","36,632,971","Daily_Incr_2w","0","6084.769076","00:06:40"
"frs2hslbeprd13","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,833","Daily_Incr_2w","0","16.286903","00:00:32"
"FRS2HWS2","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,825","Daily_Incr_2w","0","42.046708","00:00:26"
"frs2hsplkhfwd02","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,844","Daily_Incr_2w","0","36.577663","00:00:28"
"CITRIX-GROUPE-1","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,837","Daily_Incr_2w","0","35.453260","00:03:12"
"REPORT-BI-01","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,822","Daily_Incr_2w","0","156.284776","00:02:46"
"CITRIX-DIOT-1","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,831","Daily_Incr_2w","0","33.208236","00:03:54"
"CITRIX-DIOT-2","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,850","Daily_Incr_2w","0","33.086348","00:02:10"
"FRS2HCLEVAPRB1","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,842","Daily_Incr_2w","0","84.022639","00:02:34"
"FRS2HINETFE21","DST1_NTX_PRODUCTION_EQX_NAHV","Nov 30, 2025 10:03:22 PM","36,672,824","Daily_Incr_2w","0","26.547574","00:01:54"
